year_cycles,months_sum_cycles,months_nonzero,months_total,days_nonzero,days_total,missing_prices,merged_segments,limit_mode,transformer_limit_kw
639.4310446880694,639.4310446880695,13,13,362,365,0,0,transformer_capacity,15000.0
