年份,主口径_收入(元),主口径_成本(元),主口径_净利润(元),主口径_充电量(kWh),主口径_放电量(kWh),Physics_收入(元),Physics_成本(元),Physics_净利润(元),Physics_充电量(kWh),Physics_放电量(kWh),Sample_收入(元),Sample_成本(元),Sample_净利润(元),Sample_充电量(kWh),Sample_放电量(kWh)
0,5046155.286117646,1809403.6388394844,3236751.647278171,6261816.254419081,5306473.8088216,3474621.254897675,1724084.8521557671,1750536.4027419074,5966552.912511553,3653868.269851621,5046155.286117646,1809403.6388394844,3236751.647278171,6261816.254419081,5306473.8088216
