年份,主口径_电费收入(元),主口径_电费成本(元),主口径_净收益(元),主口径_放电电量(kWh),主口径_充电电量(kWh),主口径_单位收益(元/kWh),物理模型_电费收入(元),物理模型_电费成本(元),物理模型_净收益(元),物理模型_放电电量(kWh),物理模型_充电电量(kWh),物理模型_单位收益(元/kWh),样本模型_电费收入(元),样本模型_电费成本(元),样本模型_净收益(元),样本模型_放电电量(kWh),样本模型_充电电量(kWh),样本模型_单位收益(元/kWh)
0,5046155.286117646,1809403.6388394844,3236751.647278171,5306473.8088216,6261816.254419081,0.6099628046589665,3474621.254897675,1724084.8521557671,1750536.4027419074,3653868.269851621,5966552.912511553,0.47909127353761843,5046155.286117646,1809403.6388394844,3236751.647278171,5306473.8088216,6261816.254419081,0.6099628046589665
