日期,主口径_电费收入(元),主口径_电费成本(元),主口径_净收益(元),主口径_放电电量(kWh),主口径_充电电量(kWh),主口径_单位收益(元/kWh),物理模型_电费收入(元),物理模型_电费成本(元),物理模型_净收益(元),物理模型_放电电量(kWh),物理模型_充电电量(kWh),物理模型_单位收益(元/kWh),样本模型_电费收入(元),样本模型_电费成本(元),样本模型_净收益(元),样本模型_放电电量(kWh),样本模型_充电电量(kWh),样本模型_单位收益(元/kWh)
2025-01-25,11218.791685,4262.063706645459,6956.727978354541,12915.7,15193.439707134821,0.5386257019251408,7724.901401708747,4061.0946710946464,3663.8067306141,8893.338234228,14477.02363858066,0.4119720440310165,11218.791685,4262.063706645459,6956.727978354541,12915.7,15193.439707134821,0.5386257019251408
2025-01-26,10958.545180999998,3870.298488149406,7088.246692850592,11728.5,13796.871838547719,0.6043608895298284,7545.7039765326135,3687.802352945142,3857.9016235874715,8075.870257139999,13146.308116872744,0.47770723163570417,10958.545180999998,3870.298488149406,7088.246692850592,11728.5,13796.871838547719,0.6043608895298284
2025-01-27,13526.42551,4987.41674469817,8539.008765301829,15113.800000000001,17779.184174740374,0.5649809290384833,9313.864301626698,4752.245146603767,4561.6191550229305,10406.879642952,16940.8425303143,0.4383272711443589,13526.42551,4987.41674469817,8539.008765301829,15113.800000000001,17779.184174740374,0.5649809290384833
2025-01-28,12059.301796,4715.042240531522,7344.259555468478,14288.400000000001,16808.221305188657,0.5140015365939137,8303.649801440199,4492.713913955012,3810.935887485187,9838.535582736,16015.663460555439,0.3873478786997895,12059.301796,4715.042240531522,7344.259555468478,14288.400000000001,16808.221305188657,0.5140015365939137
2025-01-30,13462.871716999998,4879.542713425966,8583.329003574032,14786.899999999998,17394.633942057488,0.5804684554283882,9270.103190946124,4649.457698151044,4620.64549279508,10181.786750675998,16574.424989844018,0.453814797534264,13462.871716999998,4879.542713425966,8583.329003574032,14786.899999999998,17394.633942057488,0.5804684554283882
2025-01-31,8460.798956999999,3213.4845638783922,5247.314393121607,9738.1,11455.456166684702,0.5388437573162739,5825.8357546555335,3061.9591672605266,2763.876587395007,6705.344430323999,10915.297188295048,0.4121900994221497,8460.798956999999,3213.4845638783922,5247.314393121607,9738.1,11455.456166684702,0.5388437573162739
2025-02-01,8787.899797999999,2527.8559954075126,6260.043802592486,9233.8,10862.220674662738,0.6779488187520291,6051.066939625255,2408.6600339261586,3642.4069056990966,6358.0995677519995,10350.03452185527,0.5728766696534958,8787.899797999999,2527.8559954075126,6260.043802592486,9233.8,10862.220674662738,0.6779488187520291
2025-02-02,6484.856769,1865.3813129055477,4619.475456094452,6813.9,8015.560815166499,0.6779488187520293,4465.265115111061,1777.4230116711917,2687.84210343987,4691.833767755999,7637.603178373976,0.5728766696534957,6484.856769,1865.3813129055477,4619.475456094452,6813.9,8015.560815166499,0.6779488187520293
2025-02-03,6930.5425620000005,1993.5836740839727,4936.958887916027,7282.200000000001,8566.447551065541,0.6779488187520292,4772.150108052918,1899.5802485495758,2872.569859503342,5014.290180888,8162.513959047678,0.5728766696534957,6930.5425620000005,1993.5836740839727,4936.958887916027,7282.200000000001,8566.447551065541,0.6779488187520292
2025-02-04,6339.625823,1823.6053566471073,4516.020466352893,6661.299999999999,7836.04914337877,0.6779488187520294,4365.263727276497,1737.6169165449023,2627.6468107315945,4586.758284852,7466.556018154444,0.5728766696534959,6339.625823,1823.6053566471073,4516.020466352893,6661.299999999999,7836.04914337877,0.6779488187520294
2025-02-05,9516.719315999999,2737.502308007208,6779.217007992791,9999.599999999999,11763.072825744275,0.6779488187520293,6552.90876664826,2608.420896624143,3944.487870024117,6885.404972783999,11208.408802956958,0.5728766696534959,9516.719315999999,2737.502308007208,6779.217007992791,9999.599999999999,11763.072825744275,0.6779488187520293
2025-02-06,11273.480805,3242.8380724728377,8030.642732527162,11845.5,13934.505295947221,0.6779488187520292,7762.558581876471,3089.9285702389384,4672.630011637533,8156.432717819999,13277.451745612489,0.5728766696534959,11273.480805,3242.8380724728377,8030.642732527162,11845.5,13934.505295947221,0.6779488187520292
2025-02-07,9266.895441,2665.6399979296157,6601.255443070385,9737.099999999999,11454.279812347953,0.6779488187520294,6380.888030694305,2539.9471091362598,3840.940921558045,6704.655862283999,10914.176302579323,0.5728766696534958,9266.895441,2665.6399979296157,6601.255443070385,9737.099999999999,11454.279812347953,0.6779488187520294
2025-02-08,13398.268551,3854.037285727057,9544.231265272942,14078.1,16560.833988170576,0.6779488187520292,9225.619515555709,3672.307914793027,5553.311600762681,9693.729723924,15779.941194538616,0.5728766696534957,13398.268551,3854.037285727057,9544.231265272942,14078.1,16560.833988170576,0.6779488187520292
2025-02-09,12545.536391,3608.7472673288758,8936.789123671124,13182.099999999999,15506.820502444461,0.6779488187520293,8638.455403499544,3438.584053501052,5199.8713499984915,9076.772760084,14775.627593249621,0.5728766696534958,12545.536391,3608.7472673288758,8936.789123671124,13182.099999999999,15506.820502444461,0.6779488187520293
2025-02-10,13228.388315999999,3805.170914874295,9423.217401125705,13899.6,16350.854739061078,0.6779488187520292,9108.64541510702,3625.7457393012664,5482.899675805753,9570.820328784,15579.863094281825,0.5728766696534957,13228.388315999999,3805.170914874295,9423.217401125705,13899.6,16350.854739061078,0.6779488187520292
2025-02-11,12712.751838,3656.847106874144,9055.904731125856,13357.8,15713.505959411068,0.6779488187520293,8753.594616098057,3484.4158419262753,5269.178774171782,9197.754164712002,14972.567213502385,0.5728766696534957,12712.751838,3656.847106874144,9055.904731125856,13357.8,15713.505959411068,0.6779488187520293
2025-02-12,13175.758752999998,3790.031921551282,9385.726831448716,13844.3,16285.80234423892,0.6779488187520291,9072.406380066051,3611.3205947371525,5461.085785328899,9532.742516171998,15517.87811420227,0.5728766696534957,13175.758752999998,3790.031921551282,9385.726831448716,13844.3,16285.80234423892,0.6779488187520291
2025-02-13,12376.322353,3560.0725293029864,8816.249823697013,13004.300000000001,15297.664701370686,0.6779488187520292,8521.940025013397,3392.204474775926,5129.73555023747,8954.345362572,14576.334112993838,0.5728766696534957,12376.322353,3560.0725293029864,8816.249823697013,13004.300000000001,15297.664701370686,0.6779488187520292
2025-02-14,13199.075648,3796.739070491857,9402.336577508144,13868.8,16314.623025489243,0.6779488187520293,9088.461648755088,3617.711481569355,5470.7501671857335,9549.612433152,15545.339814237515,0.5728766696534957,13199.075648,3796.739070491857,9402.336577508144,13868.8,16314.623025489243,0.6779488187520293
2025-02-15,12975.233455999998,3732.3504406623347,9242.883015337664,13633.599999999999,16037.944485486138,0.6779488187520292,8934.331069340344,3556.3589679802117,5377.972101360132,9387.661230143998,15281.707493899155,0.5728766696534957,12975.233455999998,3732.3504406623347,9242.883015337664,13633.599999999999,16037.944485486138,0.6779488187520292
2025-02-16,12708.088459,3655.5056770860288,9052.582781913972,13352.900000000001,15707.741823161003,0.6779488187520293,8750.38356236025,3483.137664559835,5267.245897800415,9194.380181315999,14967.074873495336,0.5728766696534959,12708.088459,3655.5056770860288,9052.582781913972,13352.900000000001,15707.741823161003,0.6779488187520293
2025-02-17,13105.808067999998,3769.9104747295555,9335.897593270443,13770.8,16199.340300487947,0.6779488187520292,9024.240573998944,3592.1479342405446,5432.0926397584,9482.132765231998,15435.49301409653,0.5728766696534958,13105.808067999998,3769.9104747295555,9335.897593270443,13770.8,16199.340300487947,0.6779488187520292
2025-02-18,11496.942313,3307.1171978298617,8189.825115170138,12080.300000000001,14210.71329421563,0.6779488187520291,7916.427034455476,3151.1767428185767,4765.250291636899,8318.108493611999,13540.635711664561,0.5728766696534959,11496.942313,3307.1171978298617,8189.825115170138,12080.300000000001,14210.71329421563,0.6779488187520291
2025-02-19,13181.754525999999,3791.7566169931442,9389.997909006855,13850.6,16293.213376560432,0.6779488187520292,9076.534877728947,3612.9639656368618,5463.570912092086,9537.080494823998,15524.939694211334,0.5728766696534957,13181.754525999999,3791.7566169931442,9389.997909006855,13850.6,16293.213376560432,0.6779488187520292
2025-02-20,12841.327859,3693.8322424607445,9147.495616539256,13492.900000000001,15872.431430305707,0.6779488187520292,8842.127954869027,3519.657017886706,5322.470936982321,9290.779706916,15123.99887369674,0.5728766696534959,12841.327859,3693.8322424607445,9147.495616539256,13492.900000000001,15872.431430305707,0.6779488187520292
2025-02-21,13125.127781,3775.4678267088902,9349.65995429111,13791.1,16223.220293523933,0.6779488187520292,9037.543510912717,3597.4432404729414,5440.100270439776,9496.110696443999,15458.246994125737,0.5728766696534957,13125.127781,3775.4678267088902,9349.65995429111,13791.1,16223.220293523933,0.6779488187520292
2025-02-22,13051.179913999998,3754.1965829259225,9296.983331074076,13713.399999999998,16131.817561558619,0.6779488187520292,8986.625373070347,3577.174999376528,5409.450373693819,9442.608959736,15371.154174013955,0.5728766696534956,13051.179913999998,3754.1965829259225,9296.983331074076,13713.399999999998,16131.817561558619,0.6779488187520292
2025-02-23,12455.599795999999,3582.8768357009426,8872.722960299056,13087.6,15395.655017621786,0.6779488187520291,8576.527938556119,3413.9334900054146,5162.594448550704,9011.703080303998,14669.703893113674,0.5728766696534958,12455.599795999999,3582.8768357009426,8872.722960299056,13087.6,15395.655017621786,0.6779488187520291
2025-02-24,14169.078641786007,4075.7622659956614,10093.316375790346,14888.0211848,17513.588286334056,0.6779488187520292,9756.374708980453,3883.577899897522,5872.796809082931,10251.415566696214,16687.77028144346,0.5728766696534957,14169.078641786007,4075.7622659956614,10093.316375790346,14888.0211848,17513.588286334056,0.6779488187520292
2025-02-25,14026.492321999998,4034.7470414688432,9991.745280531155,14738.2,17337.345485857866,0.6779488187520291,9658.194326234589,3844.4966657292243,5813.697660505364,10148.253487127999,16519.837855488244,0.5728766696534959,14026.492321999998,4034.7470414688432,9991.745280531155,14738.2,17337.345485857866,0.6779488187520291
2025-02-26,13620.112152000002,3917.8510170759596,9702.261134924041,14311.200000000004,16835.042184066515,0.6779488187520291,9378.373929082822,3733.1126380822675,5645.261291000554,9854.234934048,16041.219654873958,0.5728766696534958,13620.112152000002,3917.8510170759596,9702.261134924041,14311.200000000004,16835.042184066515,0.6779488187520291
2025-02-27,13624.109334,3919.000814037201,9705.1085199628,14315.400000000001,16839.982872280856,0.6779488187520292,9381.126260858084,3734.208218682074,5646.91804217601,9857.126919815999,16045.92737488,0.5728766696534957,13624.109334,3919.000814037201,9705.1085199628,14315.400000000001,16839.982872280856,0.6779488187520292
2025-02-28,10680.850988,3072.3669849097264,7608.484003090274,11222.8,13201.989450454306,0.6779488187520293,7354.492630339222,2927.495703691491,4426.996926647731,7727.661399311999,12579.476210430952,0.5728766696534958,10680.850988,3072.3669849097264,7608.484003090274,11222.8,13201.989450454306,0.6779488187520293
2025-03-01,13381.300872,4586.272335439791,8795.028536560209,12841.2,15105.801309047103,0.6849070598199707,9213.93611408333,4370.015894554221,4843.920219529109,8842.039915247999,14393.5176527592,0.5478283592879765,13381.300872,4586.272335439791,8795.028536560209,12841.2,15105.801309047103,0.6849070598199707
2025-03-02,13364.523706,4580.522173102892,8784.001532897108,12825.1,15086.862004225462,0.6849070598199708,9202.383893773957,4364.536869548589,4837.847024225368,8830.953969803999,14375.471392736039,0.5478283592879766,13364.523706,4580.522173102892,8784.001532897108,12825.1,15086.862004225462,0.6849070598199708
2025-03-03,14336.140449999999,4913.531574526752,9422.608875473248,13757.500000000002,16183.694787809201,0.6849070598199707,9871.408130821217,4681.843882918239,5189.564247902978,9472.9748103,15420.585234077398,0.5478283592879764,14336.140449999999,4913.531574526752,9422.608875473248,13757.500000000002,16183.694787809201,0.6849070598199707
2025-03-04,9697.306154,3323.629546021333,6373.676607978667,9305.900000000001,10947.035822342259,0.6849070598199707,6677.255091739718,3166.910484466569,3510.3446072731494,6407.745323436,10430.850381958991,0.5478283592879767,9697.306154,3323.629546021333,6373.676607978667,9305.900000000001,10947.035822342259,0.6849070598199707
2025-03-05,12999.802706,4455.518644039883,8544.284061960117,12475.100000000002,14675.1379863637,0.6849070598199707,8951.248669657114,4245.427630295717,4705.821039361397,8589.955155804,13983.161392232525,0.5478283592879761,12999.802706,4455.518644039883,8544.284061960117,12475.100000000002,14675.1379863637,0.6849070598199707
2025-03-06,13840.849332000002,4743.7767820591835,9097.072549940818,13282.2,15624.573571552926,0.6849070598199709,9530.36649647055,4520.093536012839,5010.272960457711,9145.698420887999,14887.828253393625,0.5478283592879766,13840.849332000002,4743.7767820591835,9097.072549940818,13282.2,15624.573571552926,0.6849070598199709
2025-03-07,12393.636404,4247.762778737159,8145.873625262841,11893.4,13990.852668677448,0.6849070598199709,8533.861927174927,4047.468074657444,4486.393852517483,8189.415126935999,13331.142171395686,0.5478283592879764,12393.636404,4247.762778737159,8145.873625262841,11893.4,13990.852668677448,0.6849070598199709
2025-03-08,7289.418112,2498.3562471473397,4791.061864852661,6995.200000000001,8228.833856418893,0.6849070598199709,5019.26034212034,2380.55128691911,2638.70905520123,4816.671153408,7840.819758634795,0.5478283592879766,7289.418112,2498.3562471473397,4791.061864852661,6995.200000000001,8228.833856418893,0.6849070598199709
2025-03-09,6361.567888,2180.347269211042,4181.220618788957,6104.799999999999,7181.407954978566,0.6849070598199708,4380.372331967099,2077.537382259805,2302.834949707294,4203.570170592,6842.783117353858,0.5478283592879764,6361.567888,2180.347269211042,4181.220618788957,6104.799999999999,7181.407954978566,0.6849070598199708
2025-03-10,6479.00805,2220.5984055693307,4258.40964443067,6217.5,7313.983088730052,0.684907059819971,4461.237874132721,2115.890557299229,2345.347316833492,4281.1717886999995,6969.106937515988,0.5478283592879765,6479.00805,2220.5984055693307,4258.40964443067,6217.5,7313.983088730052,0.684907059819971
2025-03-11,9922.286908000002,3400.7388658062023,6521.548042193799,9521.8,11201.010723646134,0.684907059819971,6832.16964855922,3240.3838694799847,3591.7857790792355,6556.407163272,10672.849607983877,0.5478283592879765,9922.286908000002,3400.7388658062023,6521.548042193799,9521.8,11201.010723646134,0.684907059819971
2025-03-12,14563.726354000002,4991.5337766620705,9572.192577337932,13975.900000000001,16440.610574954942,0.6849070598199709,10028.116510670126,4756.168048212031,5271.9484624580955,9623.358070236,15665.386674391591,0.5478283592879765,14563.726354000002,4991.5337766620705,9572.192577337932,13975.900000000001,16440.610574954942,0.6849070598199709
2025-03-13,14449.933401999999,4952.532675594411,9497.400726405587,13866.7,16312.152681382071,0.6849070598199706,9949.76232074567,4719.005965565135,5230.756355180536,9548.166440267998,15542.985954234495,0.5478283592879765,14449.933401999999,4952.532675594411,9497.400726405587,13866.7,16312.152681382071,0.6849070598199706
2025-03-14,7999.165178,2741.6131147039578,5257.552063296042,7676.3,9030.048795177885,0.6849070598199709,5507.969488251711,2612.3378665051987,2895.631621746512,5285.654845452,8604.255019614633,0.5478283592879765,7999.165178,2741.6131147039578,5257.552063296042,7676.3,9030.048795177885,0.6849070598199709
2025-03-15,10994.566648,3768.249241251452,7226.317406748548,10550.8,12411.479336159719,0.6849070598199708,7570.507207462729,3590.5650328834276,3979.942174579301,7264.943676432,11826.241009464207,0.5478283592879764,10994.566648,3768.249241251452,7226.317406748548,10550.8,12411.479336159719,0.6849070598199708
2025-03-16,13437.155288,4605.41573303344,8831.73955496656,12894.8,15168.853901496788,0.6849070598199709,9252.395679833797,4388.256623765516,4864.13905606828,8878.947162192,14453.59712712202,0.5478283592879767,13437.155288,4605.41573303344,8831.73955496656,12894.8,15168.853901496788,0.6849070598199709
2025-03-17,6859.047332,2350.8520828529886,4508.195249147011,6582.199999999999,7742.999515342013,0.6849070598199708,4722.920777662469,2240.002384600722,2482.918393061747,4532.292552887999,7377.893958040651,0.5478283592879766,6859.047332,2350.8520828529886,4508.195249147011,6582.199999999999,7742.999515342013,0.6849070598199708
2025-03-18,8166.207396,2798.8647310148162,5367.342664985184,7836.6,9218.618395358573,0.6849070598199708,5622.989420897223,2666.8898980830136,2956.099522814209,5396.032302264,8783.932999845241,0.5478283592879765,8166.207396,2798.8647310148162,5367.342664985184,7836.6,9218.618395358573,0.6849070598199708
2025-03-19,7015.147919999999,2404.3535932919563,4610.794326708043,6732.0,7919.217394986847,0.6849070598199707,4830.406653584477,2290.981139000951,2539.425514583526,4635.44004528,7545.802638256155,0.5478283592879765,7015.147919999999,2404.3535932919563,4610.794326708043,6732.0,7919.217394986847,0.6849070598199707
2025-03-20,14019.562622,4805.028511300059,9214.53411069994,13453.699999999999,15826.318340305192,0.6849070598199708,9653.4227562878,4578.457063246746,5074.965693041055,9263.787839748,15080.060153640348,0.5478283592879765,14019.562622,4805.028511300059,9214.53411069994,13453.699999999999,15826.318340305192,0.6849070598199708
2025-03-21,9579.865992,3283.378409663044,6296.487582336955,9193.2,10814.46068859077,0.6849070598199707,6596.389549574094,3128.557309427145,3467.8322401469495,6330.143705328,10304.526561796862,0.5478283592879764,9579.865992,3283.378409663044,6296.487582336955,9193.2,10814.46068859077,0.6849070598199707
2025-03-22,7518.4628999999995,2576.8584633989103,4941.604436601089,7215.0,8487.396539636082,0.6849070598199708,5176.973262865715,2455.351889169914,2721.6213736958007,4968.018408599999,8087.190438951003,0.5478283592879764,7518.4628999999995,2576.8584633989103,4941.604436601089,7215.0,8487.396539636082,0.6849070598199708
2025-03-23,7862.759524000001,2694.861794834392,5167.897729165608,7545.4,8876.064012497587,0.6849070598199709,5414.044914432012,2567.791011024625,2846.253903407387,5195.521289015999,8457.53107942632,0.5478283592879764,7862.759524000001,2694.861794834392,5167.897729165608,7545.4,8876.064012497587,0.6849070598199709
2025-03-24,13447.680094,4609.022977729259,8838.65711627074,12904.900000000001,15180.735080297945,0.6849070598199707,9259.642724872596,4391.693776098244,4867.948948774352,8885.901699396,14464.91807285084,0.5478283592879765,13447.680094,4609.022977729259,8838.65711627074,12904.900000000001,15180.735080297945,0.6849070598199707
2025-03-25,12583.291324000002,4312.764613849925,8270.526710150076,12075.400000000001,14204.949157965564,0.6849070598199708,8664.452243715685,4109.404879068938,4555.047364646747,8314.734510216,13535.143371657512,0.5478283592879764,12583.291324000002,4312.764613849925,8270.526710150076,12075.400000000001,14204.949157965564,0.6849070598199708
2025-03-26,14970.754990000001,5131.03771509639,9839.71727490361,14366.5,16900.094578888675,0.6849070598199708,10308.38342078452,4889.093959218237,5419.289461566283,9892.31274666,16103.204634953514,0.5478283592879764,14970.754990000001,5131.03771509639,9839.71727490361,14366.5,16900.094578888675,0.6849070598199708
2025-03-27,9171.378472,3143.3744571124726,6028.004014887528,8801.2,10353.329788585595,0.6849070598199708,6315.118098563234,2995.1549614639284,3319.963137099305,6060.225033648,9865.139361232927,0.5478283592879764,9171.378472,3143.3744571124726,6028.004014887528,8801.2,10353.329788585595,0.6849070598199708
2025-03-28,11554.048662000001,3960.0046548341097,7594.044007165891,11087.7,13043.063979559665,0.6849070598199709,7955.748641257962,3773.278605897333,4182.4700353606295,7634.635857108,12428.044550236596,0.5478283592879765,11554.048662000001,3960.0046548341097,7594.044007165891,11087.7,13043.063979559665,0.6849070598199709
2025-03-29,9754.515248,3343.237242437218,6411.278005562782,9360.8,11011.617675429721,0.6849070598199708,6716.647445465473,3185.5936194236638,3531.053826041809,6445.547708831999,10492.38700775226,0.5478283592879762,9754.515248,3343.237242437218,6411.278005562782,9360.8,11011.617675429721,0.6849070598199708
2025-03-30,14196.087585999998,4865.530219366556,9330.557366633442,13623.099999999999,16025.592764950285,0.6849070598199707,9774.97220476035,4636.105935045136,5138.866269715214,9380.431265723999,15269.938193884049,0.5478283592879764,14196.087585999998,4865.530219366556,9330.557366633442,13623.099999999999,16025.592764950285,0.6849070598199707
2025-03-31,13997.679362,4797.528299556278,9200.151062443721,13432.7,15801.614899233486,0.6849070598199707,9638.35464284079,4571.3105088915745,5067.044133949215,9249.327910908,15056.521553610139,0.5478283592879764,13997.679362,4797.528299556278,9200.151062443721,13432.7,15801.614899233486,0.6849070598199707
2025-04-01,13909.244326999999,4725.117273116537,9184.127053883461,13396.3,15758.79560137586,0.6855719156695104,9577.461104123508,4502.313878657162,5075.147225466346,9224.264034251999,15015.721313557771,0.5501953550571682,13909.244326999999,4725.117273116537,9184.127053883461,13396.3,15758.79560137586,0.6855719156695104
2025-04-02,17231.46084,5853.709327548806,11377.751512451194,16596.0,19522.77657266811,0.6855719156695104,11865.033216935553,5577.689446354163,6287.34377058139,11427.47519184,18602.219338160896,0.5501953550571682,17231.46084,5853.709327548806,11377.751512451194,16596.0,19522.77657266811,0.6855719156695104
2025-04-03,10136.825269999998,3443.58665731857,6693.238612681427,9763.0,11484.747389669723,0.6855719156695101,6979.89390798637,3281.211259626156,3698.6826483602144,6722.48977452,10943.207242616581,0.5501953550571683,10136.825269999998,3443.58665731857,6693.238612681427,9763.0,11484.747389669723,0.6855719156695101
2025-04-04,13838.017633,4700.920812531466,9137.096820468534,13327.7,15678.097693874955,0.6855719156695104,9528.416679040249,4479.258353469171,5049.1583255710775,9177.028266708,14938.828553459083,0.5501953550571683,13838.017633,4700.920812531466,9137.096820468534,13327.7,15678.097693874955,0.6855719156695104
2025-04-05,13074.14768,4441.426117889525,8632.721562110475,12592.0,14812.653808329527,0.6855719156695104,9002.440242688146,4231.999608851025,4770.440633837121,8670.448759679999,14114.192932400698,0.5501953550571682,13074.14768,4441.426117889525,8632.721562110475,12592.0,14812.653808329527,0.6855719156695104
2025-04-06,13242.765976,4498.707534784797,8744.058441215204,12754.400000000001,15003.693752617386,0.6855719156695104,9118.545412273008,4286.580035826677,4831.965376446331,8782.272209375999,14296.224772634328,0.5501953550571684,13242.765976,4498.707534784797,8744.058441215204,12754.400000000001,15003.693752617386,0.6855719156695104
2025-04-07,12992.018940999998,4413.526117418984,8578.492823581015,12512.900000000001,14719.604180292768,0.6855719156695101,8945.889017847243,4205.415176746505,4740.473841100738,8615.983027716,14025.530872286905,0.5501953550571681,12992.018940999998,4413.526117418984,8578.492823581015,12512.900000000001,14719.604180292768,0.6855719156695101
2025-04-08,13113.395042,4454.758861477218,8658.636180522783,12629.8,14857.120002258598,0.6855719156695105,9029.464721815657,4244.70367375053,4784.761048065127,8696.476631591999,14156.562412455076,0.5501953550571683,13113.395042,4454.758861477218,8658.636180522783,12629.8,14857.120002258598,0.6855719156695105
2025-04-09,11617.634468,3946.633189190715,7671.001278809285,11189.2,13162.463944739578,0.6855719156695104,7999.531795067201,3760.537644802723,4238.994150264478,7704.525513167999,12541.814450382615,0.5501953550571682,11617.634468,3946.633189190715,7671.001278809285,11189.2,13162.463944739578,0.6855719156695104
2025-04-10,12923.699459,4390.317267470038,8533.382191529961,12447.100000000002,14642.200064934757,0.6855719156695101,8898.84640603269,4183.300693402922,4715.545712629768,8570.675250683998,13951.776592192244,0.5501953550571683,12923.699459,4390.317267470038,8533.382191529961,12447.100000000002,14642.200064934757,0.6855719156695101
2025-04-11,12789.967707,4344.887178208271,8445.080528791728,12318.3,14490.685626361628,0.6855719156695103,8806.762995672283,4140.012768560164,4666.750227112119,8481.987687132,13807.406512006952,0.5501953550571682,12789.967707,4344.887178208271,8445.080528791728,12318.3,14490.685626361628,0.6855719156695103
2025-04-12,13196.250584000001,4482.90576460679,8713.34481939321,12709.600000000002,14950.99307833108,0.6855719156695104,9086.516399973734,4271.5233663161525,4814.993033657582,8751.424361184,14246.009092569879,0.5501953550571682,13196.250584000001,4482.90576460679,8713.34481939321,12709.600000000002,14950.99307833108,0.6855719156695104
2025-04-13,12550.84952,4263.656203386959,8287.19331661304,12088.0,14219.771222608586,0.6855719156695103,8642.11385432134,4062.6120768576234,4579.501777463716,8323.41046752,13549.266531675637,0.5501953550571682,12550.84952,4263.656203386959,8287.19331661304,12088.0,14219.771222608586,0.6855719156695103
2025-04-14,11036.918870999998,3749.3579646246717,7287.560906375326,10629.9,12504.528964196477,0.6855719156695103,7599.669594643481,3572.5645363822673,4027.105058261214,7319.409408395999,11914.903069578,0.5501953550571682,11036.918870999998,3749.3579646246717,7287.560906375326,10629.9,12504.528964196477,0.6855719156695103
2025-04-15,10935.166451,3714.791592360284,7220.374858639715,10531.900000000001,12389.246239195185,0.6855719156695101,7529.606130238826,3539.628071827995,3989.978058410831,7251.929740476,11805.056269437016,0.5501953550571683,10935.166451,3714.791592360284,7220.374858639715,10531.900000000001,12389.246239195185,0.6855719156695101
2025-04-16,13216.601068,4489.819039059668,8726.782028940332,12729.2,14974.049623331339,0.6855719156695104,9100.529092854664,4278.110659227007,4822.418433627657,8764.920294767999,14267.978452598076,0.550195355057168,13216.601068,4489.819039059668,8726.782028940332,12729.2,14974.049623331339,0.6855719156695104
2025-04-17,12398.220889999999,4211.806644990376,8186.414245009622,11941.0,14046.847135106647,0.6855719156695103,8537.018657714354,4013.2073800262147,4523.811277688139,8222.190965639998,13384.496331464163,0.5501953550571681,12398.220889999999,4211.806644990376,8186.414245009622,11941.0,14046.847135106647,0.6855719156695103
2025-04-18,12837.209902000002,4360.935851045308,8476.274050954695,12363.800000000001,14544.209748683657,0.6855719156695105,8839.292461288731,4155.304698531791,4683.98776275694,8513.317532952,13858.406812072408,0.5501953550571681,12837.209902000002,4360.935851045308,8476.274050954695,12363.800000000001,14544.209748683657,0.6855719156695105
2025-04-19,12760.5841,4334.905256421717,8425.678843578284,12290.0,14457.39479863166,0.6855719156695105,8786.530382992161,4130.5015242041845,4656.028858787977,8462.501211599998,13775.68544625195,0.5501953550571682,12760.5841,4334.905256421717,8425.678843578284,12290.0,14457.39479863166,0.6855719156695105
2025-04-20,12841.570719999998,4362.417266999496,8479.153453000501,12368.0,14549.150436897999,0.6855719156695101,8842.295181191788,4156.716261298402,4685.578919893386,8516.20951872,13863.114532078449,0.5501953550571683,12841.570719999998,4362.417266999496,8479.153453000501,12368.0,14549.150436897999,0.6855719156695101
