日期,主口径_电费收入(元),主口径_电费成本(元),主口径_净收益(元),主口径_放电电量(kWh),主口径_充电电量(kWh),主口径_单位收益(元/kWh),物理模型_电费收入(元),物理模型_电费成本(元),物理模型_净收益(元),物理模型_放电电量(kWh),物理模型_充电电量(kWh),物理模型_单位收益(元/kWh),样本模型_电费收入(元),样本模型_电费成本(元),样本模型_净收益(元),样本模型_放电电量(kWh),样本模型_充电电量(kWh),样本模型_单位收益(元/kWh)
2025-01-04,14524.490364,5476.529284164859,9047.96107983514,16596.0,19522.77657266811,0.54518926728339,10001.099861938364,5218.294568740894,4782.805293197471,11427.475191839998,18602.219338160896,0.4185356093892658,14524.490364,5476.529284164859,9047.96107983514,16596.0,19522.77657266811,0.54518926728339
2025-01-05,13232.73474,4815.095487034222,8417.639252965779,14591.6,17164.891940090623,0.5768825387870952,9111.638223761709,4588.049351002629,4523.58887275908,10047.309412464,16355.51600956306,0.450228880892971,13232.73474,4815.095487034222,8417.639252965779,14591.6,17164.891940090623,0.5768825387870952
2025-01-06,10828.317460999999,4355.385138409849,6472.93232259015,13198.5,15526.112713567123,0.49042939141494485,7456.033330618546,4150.015718578373,3306.017612040173,9088.06527594,14794.010118987497,0.36377573352082065,10828.317460999999,4355.385138409849,6472.93232259015,13198.5,15526.112713567123,0.49042939141494485
2025-01-07,13115.117393999999,4659.405771664917,8455.711622335082,14119.8,16609.887964012963,0.5988549145409342,9030.650678356487,4439.70087079463,4590.949807561858,9722.443011191997,15826.68212888432,0.4722012566468101,13115.117393999999,4659.405771664917,8455.711622335082,14119.8,16609.887964012963,0.5988549145409342
2025-01-08,14156.743096,5476.529284164859,8680.213811835141,16596.0,19522.77657266811,0.5230304779365595,9747.88084639625,5218.294568740894,4529.586277655357,11427.47519184,18602.219338160896,0.39637682004243524,14156.743096,5476.529284164859,8680.213811835141,16596.0,19522.77657266811,0.5230304779365595
2025-01-09,12632.026844,4691.282894396318,7940.743949603682,14216.400000000001,16723.52379294281,0.558562220365471,8698.009965200465,4470.074891964813,4227.9350732356515,9788.958683855999,15934.95968902329,0.4319085624713468,12632.026844,4691.282894396318,7940.743949603682,14216.400000000001,16723.52379294281,0.558562220365471
2025-01-10,14174.141288,5476.529284164859,8697.612003835142,16596.0,19522.77657266811,0.5240788144031779,9759.860685361236,5218.294568740894,4541.566116620343,11427.47519184,18602.219338160896,0.3974251565090539,14174.141288,5476.529284164859,8697.612003835142,16596.0,19522.77657266811,0.5240788144031779
2025-01-11,14501.199236,5476.529284164859,9024.669951835142,16596.0,19522.77657266811,0.5437858491103363,9985.062335582017,5218.294568740894,4766.767766841123,11427.47519184,18602.219338160896,0.41713219121621214,14501.199236,5476.529284164859,9024.669951835142,16596.0,19522.77657266811,0.5437858491103363
2025-01-12,13322.999343,4757.116082645949,8565.88326035405,14415.9,16958.206483124017,0.5941969117678432,9173.791544530795,4532.803848729323,4640.987695801472,9926.328007835999,16158.576389310292,0.4675432538737188,13322.999343,4757.116082645949,8565.88326035405,14415.9,16958.206483124017,0.5941969117678432
2025-01-13,14060.211191999999,5476.529284164859,8583.68190783514,16596.0,19522.77657266811,0.5172139014120957,9681.412062461503,5218.294568740894,4463.117493720609,11427.47519184,18602.219338160896,0.39056024351797153,14060.211191999999,5476.529284164859,8583.68190783514,16596.0,19522.77657266811,0.5172139014120957
2025-01-14,14021.060902999998,5228.343114327524,8792.717788672475,15843.9,18638.040476000016,0.5549591823144854,9654.45442469934,4981.8111182016055,4672.643306497734,10909.603168955999,17759.201191364627,0.42830552442036124,14021.060902999998,5228.343114327524,8792.717788672475,15843.9,18638.040476000016,0.5549591823144854
2025-01-15,10518.431836,3794.763566894564,6723.668269105436,11499.600000000002,13527.604330866121,0.584687142953271,7242.65599318812,3615.8291288679666,3626.8268643201536,7918.257032783999,12889.737376543442,0.45803348505914676,10518.431836,3794.763566894564,6723.668269105436,11499.600000000002,13527.604330866121,0.584687142953271
2025-01-16,14742.889788,5476.529284164859,9266.360503835142,16596.0,19522.77657266811,0.558349030117808,10151.482725259175,5218.294568740894,4933.188156518281,11427.475191839998,18602.219338160896,0.43169537222368387,14742.889788,5476.529284164859,9266.360503835142,16596.0,19522.77657266811,0.558349030117808
2025-01-17,14290.737235999999,5476.529284164859,8814.20795183514,16596.0,19522.77657266811,0.5311043595947903,9840.144928747537,5218.294568740894,4621.850360006643,11427.47519184,18602.219338160896,0.4044507017006662,14290.737235999999,5476.529284164859,8814.20795183514,16596.0,19522.77657266811,0.5311043595947903
2025-01-18,14438.561736,5476.529284164859,8962.03245183514,16596.0,19522.77657266811,0.5400115962783285,9941.932154976515,5218.294568740894,4723.637586235622,11427.47519184,18602.219338160896,0.4133579383842043,14438.561736,5476.529284164859,8962.03245183514,16596.0,19522.77657266811,0.5400115962783285
2025-01-19,14588.691296,5476.529284164859,9112.162011835142,16596.0,19522.77657266811,0.5490577254660847,10045.30657185178,5218.294568740894,4827.012003110885,11427.47519184,18602.219338160896,0.4224040675719605,14588.691296,5476.529284164859,9112.162011835142,16596.0,19522.77657266811,0.5490577254660847
2025-01-20,13468.636497,4898.022204864459,8570.61429213554,14842.9,17460.509784915368,0.5774218173089855,9274.072634211754,4667.065826365642,4607.006807846112,10220.346560915998,16637.19458992458,0.4507681594148613,13468.636497,4898.022204864459,8570.61429213554,14842.9,17460.509784915368,0.5774218173089855
2025-01-21,11123.92296,3939.8275746867353,7184.095385313265,11939.2,14044.729697300498,0.6017233470679162,7659.577829678197,3754.052935352571,3905.5248943256265,8220.951543168,13382.478737175858,0.47506968917379194,11123.92296,3939.8275746867353,7184.095385313265,11939.2,14044.729697300498,0.6017233470679162
2025-01-22,12704.171154,4807.901685009951,7896.269468990049,14569.8,17139.24741554952,0.541961418069572,8747.686231334317,4581.194758233374,4166.491473100943,10032.298629191999,16331.080700960265,0.4153077601754477,12704.171154,4807.901685009951,7896.269468990049,14569.8,17139.24741554952,0.541961418069572
2025-01-23,11211.432137,4336.905646971356,6874.526490028644,13142.5,15460.236870709243,0.5230760121764233,7719.8338521671,4132.407590363773,3587.426261803327,9049.5054657,14731.240518906936,0.39642235428229905,11211.432137,4336.905646971356,6874.526490028644,13142.5,15460.236870709243,0.5230760121764233
2025-01-24,10609.644916000001,3875.1493546520096,6734.4955613479915,11743.2,13814.164247297911,0.5734804449679807,7305.462404906084,3692.4244866014737,3613.0379183046102,8085.9922073279995,13162.78513689389,0.4468267870738564,10609.644916000001,3875.1493546520096,6734.4955613479915,11743.2,13814.164247297911,0.5734804449679807
