全年等效次数,月度次数合计,有次数月份数,月份总数,有次数天数,天数总数,缺失电价点数,合并连段数量,计费口径,变压器上限(kW)
639.4310446880694,639.4310446880695,13,13,362,365,0,0,transformer_capacity,15000.0
